REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C01,52,2021,-2.0
REGION1,LNDAGRBC1C01,52,2022,-2.0
REGION1,LNDAGRBC1C01,52,2023,-3.0
REGION1,LNDAGRBC1C01,52,2024,-4.0
REGION1,LNDAGRBC1C01,52,2025,-4.0
REGION1,LNDAGRBC1C01,52,2026,-5.0
REGION1,LNDAGRBC1C01,52,2027,-6.0
REGION1,LNDAGRBC1C01,52,2028,-7.0
REGION1,LNDAGRBC1C01,52,2029,-7.0
REGION1,LNDAGRBC1C01,52,2030,-8.0
REGION1,LNDAGRBC1C01,52,2031,-8.0
REGION1,LNDAGRBC1C01,52,2032,-8.0
REGION1,LNDAGRBC1C01,52,2033,-8.0
REGION1,LNDAGRBC1C01,52,2034,-8.0
REGION1,LNDAGRBC1C01,52,2035,-8.0
REGION1,LNDAGRBC1C01,52,2036,-8.0
REGION1,LNDAGRBC1C01,52,2037,-8.0
REGION1,LNDAGRBC1C01,52,2038,-8.0
REGION1,LNDAGRBC1C01,52,2039,-8.0
REGION1,LNDAGRBC1C01,52,2040,-8.0
REGION1,LNDAGRBC1C01,52,2041,-8.0
REGION1,LNDAGRBC1C01,52,2042,-8.0
REGION1,LNDAGRBC1C01,52,2043,-8.0
REGION1,LNDAGRBC1C01,52,2044,-8.0
REGION1,LNDAGRBC1C01,52,2045,-8.0
REGION1,LNDAGRBC1C01,52,2046,-8.0
REGION1,LNDAGRBC1C01,52,2047,-8.0
REGION1,LNDAGRBC1C01,52,2048,-8.0
REGION1,LNDAGRBC1C01,52,2049,-8.0
REGION1,LNDAGRBC1C01,52,2050,-8.0
REGION1,LNDAGRBC1C02,52,2021,-2.0
REGION1,LNDAGRBC1C02,52,2022,-2.0
REGION1,LNDAGRBC1C02,52,2023,-3.0
REGION1,LNDAGRBC1C02,52,2024,-4.0
REGION1,LNDAGRBC1C02,52,2025,-4.0
REGION1,LNDAGRBC1C02,52,2026,-5.0
REGION1,LNDAGRBC1C02,52,2027,-6.0
REGION1,LNDAGRBC1C02,52,2028,-7.0
REGION1,LNDAGRBC1C02,52,2029,-7.0
REGION1,LNDAGRBC1C02,52,2030,-8.0
REGION1,LNDAGRBC1C02,52,2031,-8.0
REGION1,LNDAGRBC1C02,52,2032,-8.0
REGION1,LNDAGRBC1C02,52,2033,-8.0
REGION1,LNDAGRBC1C02,52,2034,-8.0
REGION1,LNDAGRBC1C02,52,2035,-8.0
REGION1,LNDAGRBC1C02,52,2036,-8.0
REGION1,LNDAGRBC1C02,52,2037,-8.0
REGION1,LNDAGRBC1C02,52,2038,-8.0
REGION1,LNDAGRBC1C02,52,2039,-8.0
REGION1,LNDAGRBC1C02,52,2040,-8.0
REGION1,LNDAGRBC1C02,52,2041,-8.0
REGION1,LNDAGRBC1C02,52,2042,-8.0
REGION1,LNDAGRBC1C02,52,2043,-8.0
REGION1,LNDAGRBC1C02,52,2044,-8.0
REGION1,LNDAGRBC1C02,52,2045,-8.0
REGION1,LNDAGRBC1C02,52,2046,-8.0
REGION1,LNDAGRBC1C02,52,2047,-8.0
REGION1,LNDAGRBC1C02,52,2048,-8.0
REGION1,LNDAGRBC1C02,52,2049,-8.0
REGION1,LNDAGRBC1C02,52,2050,-8.0
REGION1,LNDAGRBC1C03,52,2021,-2.0
REGION1,LNDAGRBC1C03,52,2022,-2.0
REGION1,LNDAGRBC1C03,52,2023,-3.0
REGION1,LNDAGRBC1C03,52,2024,-4.0
REGION1,LNDAGRBC1C03,52,2025,-4.0
REGION1,LNDAGRBC1C03,52,2026,-5.0
REGION1,LNDAGRBC1C03,52,2027,-6.0
REGION1,LNDAGRBC1C03,52,2028,-7.0
REGION1,LNDAGRBC1C03,52,2029,-7.0
REGION1,LNDAGRBC1C03,52,2030,-8.0
REGION1,LNDAGRBC1C03,52,2031,-8.0
REGION1,LNDAGRBC1C03,52,2032,-8.0
REGION1,LNDAGRBC1C03,52,2033,-8.0
REGION1,LNDAGRBC1C03,52,2034,-8.0
REGION1,LNDAGRBC1C03,52,2035,-8.0
REGION1,LNDAGRBC1C03,52,2036,-8.0
REGION1,LNDAGRBC1C03,52,2037,-8.0
REGION1,LNDAGRBC1C03,52,2038,-8.0
